full_country_year,country_full,year_full,country,year,MPI,var_sample,A_int,A_avg,A_avg_raw,A_int_rank,centrality_w_norm,centrality_w_norm_rank,full_names,,,,,,,
Suriname 2006,Suriname,2006,sur,6,0.102044325,d_asst_01,0.011098856,0.043068858,0.090945469,4,0.141964117,2,Assets,,,,,,,
Burundi 2010,Burundi,2010,bdi,10,0.615984003,d_cm_01,0.008816643,0.058206149,0.60716736,10,0.016616462,10,Child mortality,,,,,,,
Burundi 2010,Burundi,2010,bdi,10,0.615984003,d_nutr_01,0.054538403,0.320149565,0.5614456,7,0.091250203,7,Nutrition,,,,,,,
Burundi 2010,Burundi,2010,bdi,10,0.615984003,d_satt_01,0.028601426,0.177950447,0.587382577,9,0.050671439,9,School attendance,,,,,,,
Burundi 2010,Burundi,2010,bdi,10,0.615984003,d_educ_01,0.050667265,0.311877596,0.565316738,8,0.088586206,8,Schooling,,,,,,,
Burundi 2010,Burundi,2010,bdi,10,0.615984003,d_elct_01,0.093498413,0.507915555,0.522485589,2,0.146074549,2,Electricity,,,,,,,
Burundi 2010,Burundi,2010,bdi,10,0.615984003,d_wtr_01,0.060172615,0.349692504,0.555811388,6,0.099689337,6,Drinking water,,,,,,,
Burundi 2010,Burundi,2010,bdi,10,0.615984003,d_sani_01,0.064631756,0.368382332,0.551352246,5,0.1052483,5,Sanitation,,,,,,,
Burundi 2010,Burundi,2010,bdi,10,0.615984003,d_hsg_01,0.08880271,0.492698305,0.527181292,3,0.141288473,3,Housing,,,,,,,
Burundi 2010,Burundi,2010,bdi,10,0.615984003,d_ckfl_01,0.099586216,0.515054638,0.516397786,1,0.149214478,1,Cooking fuel,,,,,,,
Burundi 2010,Burundi,2010,bdi,10,0.615984003,d_asst_01,0.066668555,0.390807714,0.549315447,4,0.111360553,4,Assets,,,,,,,
Kazakhstan 2011,Kazakhstan,2011,kaz,11,0.060456663,d_cm_01,0.006938671,0.004806074,0.053517992,5,0.115188474,4,Child mortality,,,,,,,
Kazakhstan 2011,Kazakhstan,2011,kaz,11,0.060456663,d_nutr_01,0.007031298,0.004090518,0.053425365,4,0.098046141,5,Nutrition,,,,,,,
Kazakhstan 2011,Kazakhstan,2011,kaz,11,0.060456663,d_satt_01,0.000320497,0.000331801,0.060136166,9,0.00831136,9,School attendance,,,,,,,
Kazakhstan 2011,Kazakhstan,2011,kaz,11,0.060456663,d_educ_01,0.000444394,0.000262073,0.060012269,8,0.007790725,10,Schooling,,,,,,,
Kazakhstan 2011,Kazakhstan,2011,kaz,11,0.060456663,d_elct_01,0.000149046,0.000301748,0.060307617,10,0.009327994,8,Electricity,,,,,,,
Kazakhstan 2011,Kazakhstan,2011,kaz,11,0.060456663,d_wtr_01,0.009407019,0.007796106,0.051049645,3,0.181924249,3,Drinking water,,,,,,,
Kazakhstan 2011,Kazakhstan,2011,kaz,11,0.060456663,d_sani_01,0.002714355,0.001616033,0.057742309,6,0.041916966,7,Sanitation,,,,,,,
Kazakhstan 2011,Kazakhstan,2011,kaz,11,0.060456663,d_hsg_01,0.021176726,0.010103513,0.039279937,1,0.267524671,1,Housing,,,,,,,
Kazakhstan 2011,Kazakhstan,2011,kaz,11,0.060456663,d_ckfl_01,0.010825436,0.009333718,0.049631227,2,0.222976956,2,Cooking fuel,,,,,,,
Kazakhstan 2011,Kazakhstan,2011,kaz,11,0.060456663,d_asst_01,0.001449221,0.00170392,0.059007442,7,0.046992465,6,Assets,,,,,,,
Gabon 2000,Gabon,2000,gab,0,0.284925853,d_cm_01,0.00848265,0.030246717,0.276443204,10,0.025955633,10,Child mortality,,,,,,,
Gabon 2000,Gabon,2000,gab,0,0.284925853,d_nutr_01,0.023674002,0.079949515,0.261251851,7,0.070234148,7,Nutrition,,,,,,,
Gabon 2000,Gabon,2000,gab,0,0.284925853,d_satt_01,0.010304025,0.033776676,0.274621828,9,0.02918988,9,School attendance,,,,,,,
Gabon 2000,Gabon,2000,gab,0,0.284925853,d_educ_01,0.017123627,0.072267118,0.267802226,8,0.064505719,8,Schooling,,,,,,,
Gabon 2000,Gabon,2000,gab,0,0.284925853,d_elct_01,0.025436332,0.12852209,0.259489521,5,0.112838132,5,Electricity,,,,,,,
Gabon 2000,Gabon,2000,gab,0,0.284925853,d_wtr_01,0.031827506,0.141891287,0.253098347,4,0.125517108,4,Drinking water,,,,,,,
Gabon 2000,Gabon,2000,gab,0,0.284925853,d_sani_01,0.070341784,0.196195227,0.214584069,1,0.18406786,1,Sanitation,,,,,,,
Gabon 2000,Gabon,2000,gab,0,0.284925853,d_hsg_01,0.025274033,0.120682587,0.25965182,6,0.106358599,6,Housing,,,,,,,
Gabon 2000,Gabon,2000,gab,0,0.284925853,d_ckfl_01,0.034986513,0.157979399,0.24993934,3,0.139374272,3,Cooking fuel,,,,,,,
Gabon 2000,Gabon,2000,gab,0,0.284925853,d_asst_01,0.03747538,0.159779651,0.247450473,2,0.14195865,2,Assets,,,,,,,
Bolivia 2003,Bolivia,2003,bol,3,0.340285935,d_cm_01,0.005296384,0.024141032,0.334989551,10,0.018416657,10,Child mortality,,,,,,,
Bolivia 2003,Bolivia,2003,bol,3,0.340285935,d_nutr_01,0.022263697,0.094757846,0.318022237,6,0.071983328,7,Nutrition,,,,,,,
Bolivia 2003,Bolivia,2003,bol,3,0.340285935,d_satt_01,0.016878494,0.071640113,0.323407441,9,0.05421632,9,School attendance,,,,,,,
Bolivia 2003,Bolivia,2003,bol,3,0.340285935,d_educ_01,0.018254674,0.089568515,0.322031261,8,0.069038282,8,Schooling,,,,,,,
Bolivia 2003,Bolivia,2003,bol,3,0.340285935,d_elct_01,0.028789054,0.145524518,0.311496881,4,0.111205525,4,Electricity,,,,,,,
Bolivia 2003,Bolivia,2003,bol,3,0.340285935,d_wtr_01,0.019622828,0.100837134,0.320663107,7,0.077213399,6,Drinking water,,,,,,,
Bolivia 2003,Bolivia,2003,bol,3,0.340285935,d_sani_01,0.088927113,0.237331678,0.251358822,1,0.19116341,1,Sanitation,,,,,,,
Bolivia 2003,Bolivia,2003,bol,3,0.340285935,d_hsg_01,0.078311976,0.232145899,0.261973959,2,0.183230823,2,Housing,,,,,,,
Bolivia 2003,Bolivia,2003,bol,3,0.340285935,d_ckfl_01,0.036543527,0.169822844,0.303742408,3,0.129696189,3,Cooking fuel,,,,,,,
Bolivia 2003,Bolivia,2003,bol,3,0.340285935,d_asst_01,0.025398187,0.121918455,0.314887748,5,0.093836067,5,Assets,,,,,,,
Guyana 2020,Guyana,2020,guy,20,0.072564389,d_cm_01,0.001313441,0.00091441,0.071250948,10,0.008788315,10,Child mortality,,,,,,,
Guyana 2020,Guyana,2020,guy,20,0.072564389,d_nutr_01,0.006310556,0.00688078,0.066253833,5,0.07458796,7,Nutrition,,,,,,,
Guyana 2020,Guyana,2020,guy,20,0.072564389,d_satt_01,0.002392183,0.002665252,0.070172205,9,0.02823243,9,School attendance,,,,,,,
Guyana 2020,Guyana,2020,guy,20,0.072564389,d_educ_01,0.00289524,0.003588468,0.069669149,8,0.038441184,8,Schooling,,,,,,,
Guyana 2020,Guyana,2020,guy,20,0.072564389,d_elct_01,0.007406422,0.01295943,0.065157967,3,0.14216179,3,Electricity,,,,,,,
Guyana 2020,Guyana,2020,guy,20,0.072564389,d_wtr_01,0.006180442,0.008420879,0.066383947,6,0.095989406,6,Drinking water,,,,,,,
Guyana 2020,Guyana,2020,guy,20,0.072564389,d_sani_01,0.009770699,0.010575499,0.06279369,2,0.116806082,4,Sanitation,,,,,,,
Guyana 2020,Guyana,2020,guy,20,0.072564389,d_hsg_01,0.026045943,0.020274825,0.046518446,1,0.24801853,1,Housing,,,,,,,
Guyana 2020,Guyana,2020,guy,20,0.072564389,d_ckfl_01,0.003742723,0.009256177,0.068821666,7,0.096918392,5,Cooking fuel,,,,,,,
Guyana 2020,Guyana,2020,guy,20,0.072564389,d_asst_01,0.006506739,0.014094577,0.06605765,4,0.150055911,2,Assets,,,,,,,
Lesotho 2014,Lesotho,2014,lso,14,0.314714723,d_cm_01,0.004758056,0.016568813,0.309956667,9,0.017342874,9,Child mortality,,,,,,,
Lesotho 2014,Lesotho,2014,lso,14,0.314714723,d_nutr_01,0.021668058,0.066948119,0.293046665,6,0.070155008,6,Nutrition,,,,,,,
Lesotho 2014,Lesotho,2014,lso,14,0.314714723,d_satt_01,0.007110761,0.028091392,0.307603962,8,0.029632318,8,School attendance,,,,,,,
Lesotho 2014,Lesotho,2014,lso,14,0.314714723,d_educ_01,0.016010306,0.059401889,0.298704417,7,0.062196004,7,Schooling,,,,,,,
Lesotho 2014,Lesotho,2014,lso,14,0.314714723,d_elct_01,0.081681574,0.207625154,0.233033149,1,0.227549042,1,Electricity,,,,,,,
Lesotho 2014,Lesotho,2014,lso,14,0.314714723,d_wtr_01,0.040235669,0.120941178,0.274479055,4,0.127190671,5,Drinking water,,,,,,,
Lesotho 2014,Lesotho,2014,lso,14,0.314714723,d_sani_01,0.054165783,0.14544087,0.260548941,2,0.155894357,3,Sanitation,,,,,,,
Lesotho 2014,Lesotho,2014,lso,14,0.314714723,d_hsg_01,0.049751381,0.162633725,0.264963342,3,0.169857788,2,Housing,,,,,,,
Lesotho 2014,Lesotho,2014,lso,14,0.314714723,d_asst_01,0.039333136,0.134950773,0.275381587,5,0.14018194,4,Assets,,,,,,,
Kyrgyz Republic 2018,Kyrgyz Republic,2018,kgz,18,0.06270908,d_cm_01,0.007029593,0.005215111,0.055679488,5,0.115158423,5,Child mortality,,,,,,,
Kyrgyz Republic 2018,Kyrgyz Republic,2018,kgz,18,0.06270908,d_nutr_01,0.00905971,0.006202153,0.05364937,3,0.133009319,4,Nutrition,,,,,,,
Kyrgyz Republic 2018,Kyrgyz Republic,2018,kgz,18,0.06270908,d_satt_01,0.001370131,0.001126105,0.061338949,7,0.024745559,6,School attendance,,,,,,,
Kyrgyz Republic 2018,Kyrgyz Republic,2018,kgz,18,0.06270908,d_educ_01,0.000111292,6.63E-05,0.062597789,9,0.001399409,9,Schooling,,,,,,,
Kyrgyz Republic 2018,Kyrgyz Republic,2018,kgz,18,0.06270908,d_elct_01,2.34E-06,7.01E-06,0.062706745,10,0.000180245,10,Electricity,,,,,,,
Kyrgyz Republic 2018,Kyrgyz Republic,2018,kgz,18,0.06270908,d_wtr_01,0.009156208,0.009323289,0.053552872,2,0.192356987,2,Drinking water,,,,,,,
Kyrgyz Republic 2018,Kyrgyz Republic,2018,kgz,18,0.06270908,d_sani_01,0.001827261,0.000989957,0.060881819,6,0.022625883,7,Sanitation,,,,,,,
Kyrgyz Republic 2018,Kyrgyz Republic,2018,kgz,18,0.06270908,d_hsg_01,0.008283345,0.006163579,0.054425736,4,0.137716914,3,Housing,,,,,,,
Kyrgyz Republic 2018,Kyrgyz Republic,2018,kgz,18,0.06270908,d_ckfl_01,0.025256674,0.014909113,0.037452407,1,0.359717947,1,Cooking fuel,,,,,,,
Kyrgyz Republic 2018,Kyrgyz Republic,2018,kgz,18,0.06270908,d_asst_01,0.000612532,0.00057851,0.062096548,8,0.013089314,8,Assets,,,,,,,
Jordan 2018,Jordan,2018,jor,18,0.014197653,d_cm_01,0.001461384,0.000301253,0.01273627,5,0.04385862,8,Child mortality,,,,,,,
Jordan 2018,Jordan,2018,jor,18,0.014197653,d_nutr_01,0.002788941,0.000334426,0.011408712,2,0.057634278,7,Nutrition,,,,,,,
Jordan 2018,Jordan,2018,jor,18,0.014197653,d_satt_01,0.003343421,0.000615749,0.010854232,1,0.171327889,3,School attendance,,,,,,,
Jordan 2018,Jordan,2018,jor,18,0.014197653,d_educ_01,0.001669303,0.000652686,0.01252835,4,0.183384074,1,Schooling,,,,,,,
Jordan 2018,Jordan,2018,jor,18,0.014197653,d_wtr_01,0.001218678,0.000523212,0.012978975,7,0.140163923,4,Drinking water,,,,,,,
Jordan 2018,Jordan,2018,jor,18,0.014197653,d_sani_01,0.002104516,0.000528752,0.012093138,3,0.135582728,5,Sanitation,,,,,,,
Jordan 2018,Jordan,2018,jor,18,0.014197653,d_hsg_01,0.001353959,0.000625783,0.012843694,6,0.174289803,2,Housing,,,,,,,
Jordan 2018,Jordan,2018,jor,18,0.014197653,d_ckfl_01,4.75E-05,7.50E-05,0.014150106,9,0.023860137,9,Cooking fuel,,,,,,,
Jordan 2018,Jordan,2018,jor,18,0.014197653,d_asst_01,0.000209904,0.000245491,0.013987749,8,0.069898548,6,Assets,,,,,,,
Guyana 2009,Guyana,2009,guy,9,0.096654023,d_cm_01,0.00187639,0.002396909,0.094777633,10,0.011097416,10,Child mortality,,,,,,,
Guyana 2009,Guyana,2009,guy,9,0.096654023,d_nutr_01,0.009821335,0.018186731,0.086832688,5,0.08805901,7,Nutrition,,,,,,,
Guyana 2009,Guyana,2009,guy,9,0.096654023,d_satt_01,0.00358335,0.006149792,0.093070673,9,0.029519618,9,School attendance,,,,,,,
Guyana 2009,Guyana,2009,guy,9,0.096654023,d_educ_01,0.004629977,0.008458787,0.092024046,8,0.041592194,8,Schooling,,,,,,,
Guyana 2009,Guyana,2009,guy,9,0.096654023,d_elct_01,0.022960833,0.042177815,0.07369319,1,0.213959123,1,Electricity,,,,,,,
Guyana 2009,Guyana,2009,guy,9,0.096654023,d_wtr_01,0.006142622,0.019183316,0.090511401,7,0.091542913,6,Drinking water,,,,,,,
Guyana 2009,Guyana,2009,guy,9,0.096654023,d_sani_01,0.015332418,0.025141111,0.081321605,2,0.125678375,4,Sanitation,,,,,,,
Guyana 2009,Guyana,2009,guy,9,0.096654023,d_hsg_01,0.013255459,0.029185352,0.083398564,3,0.142673395,2,Housing,,,,,,,
Guyana 2009,Guyana,2009,guy,9,0.096654023,d_ckfl_01,0.008924902,0.024424443,0.087729121,6,0.117069703,5,Cooking fuel,,,,,,,
Guyana 2009,Guyana,2009,guy,9,0.096654023,d_asst_01,0.010126737,0.02955125,0.086527285,4,0.138808253,3,Assets,,,,,,,
Mongolia 2013,Mongolia,2013,mng,13,0.243718777,d_cm_01,0.009750462,0.030330561,0.233968315,6,0.043652679,6,Child mortality,,,,,,,
Mongolia 2013,Mongolia,2013,mng,13,0.243718777,d_nutr_01,0.005791181,0.018132479,0.237927596,7,0.026256194,8,Nutrition,,,,,,,
Mongolia 2013,Mongolia,2013,mng,13,0.243718777,d_satt_01,0.001195505,0.004948396,0.242523273,10,0.007366734,10,School attendance,,,,,,,
Mongolia 2013,Mongolia,2013,mng,13,0.243718777,d_educ_01,0.004977872,0.020788201,0.238740905,8,0.030806721,7,Schooling,,,,,,,
Mongolia 2013,Mongolia,2013,mng,13,0.243718777,d_elct_01,0.018943917,0.076557464,0.224774861,5,0.109421118,5,Electricity,,,,,,,
Mongolia 2013,Mongolia,2013,mng,13,0.243718777,d_wtr_01,0.026811961,0.093391708,0.216906816,4,0.134643966,4,Drinking water,,,,,,,
Mongolia 2013,Mongolia,2013,mng,13,0.243718777,d_sani_01,0.074840265,0.158769274,0.168878513,1,0.245030714,1,Sanitation,,,,,,,
Mongolia 2013,Mongolia,2013,mng,13,0.243718777,d_hsg_01,0.044174593,0.120114098,0.199544185,3,0.176188653,3,Housing,,,,,,,
Mongolia 2013,Mongolia,2013,mng,13,0.243718777,d_ckfl_01,0.055637303,0.146436943,0.188081474,2,0.215196496,2,Cooking fuel,,,,,,,
Mongolia 2013,Mongolia,2013,mng,13,0.243718777,d_asst_01,0.001595719,0.007518453,0.242123058,9,0.011436724,9,Assets,,,,,,,
Togo 2010,Togo,2010,tgo,10,0.488611626,d_cm_01,0.032703899,0.172902195,0.455907727,7,0.07082522,8,Child mortality,,,,,,,
Togo 2010,Togo,2010,tgo,10,0.488611626,d_nutr_01,0.026725478,0.147600554,0.461886149,9,0.0604601,9,Nutrition,,,,,,,
Togo 2010,Togo,2010,tgo,10,0.488611626,d_satt_01,0.016083112,0.097690853,0.472528514,10,0.040194598,10,School attendance,,,,,,,
Togo 2010,Togo,2010,tgo,10,0.488611626,d_educ_01,0.033443484,0.193223758,0.455168143,6,0.079068213,6,Schooling,,,,,,,
Togo 2010,Togo,2010,tgo,10,0.488611626,d_elct_01,0.067011043,0.339848406,0.421600583,3,0.139708182,3,Electricity,,,,,,,
Togo 2010,Togo,2010,tgo,10,0.488611626,d_wtr_01,0.051010875,0.269104754,0.437600752,4,0.110156854,4,Drinking water,,,,,,,
Togo 2010,Togo,2010,tgo,10,0.488611626,d_sani_01,0.086981138,0.376881935,0.401630489,2,0.157614377,2,Sanitation,,,,,,,
Togo 2010,Togo,2010,tgo,10,0.488611626,d_hsg_01,0.044437095,0.250159622,0.444174531,5,0.102112762,5,Housing,,,,,,,
Togo 2010,Togo,2010,tgo,10,0.488611626,d_ckfl_01,0.097540907,0.388998263,0.391070719,1,0.164989045,1,Cooking fuel,,,,,,,
Togo 2010,Togo,2010,tgo,10,0.488611626,d_asst_01,0.032674595,0.183415595,0.455937031,8,0.074870648,7,Assets,,,,,,,
Tunisia 2012,Tunisia,2012,tun,12,0.036095547,d_cm_01,0.000735704,0.000650212,0.035359843,8,0.018912631,10,Child mortality,,,,,,,
Tunisia 2012,Tunisia,2012,tun,12,0.036095547,d_nutr_01,0.003875477,0.002144376,0.03222007,5,0.060788107,6,Nutrition,,,,,,,
Tunisia 2012,Tunisia,2012,tun,12,0.036095547,d_satt_01,0.002928936,0.002273843,0.033166611,6,0.065699283,5,School attendance,,,,,,,
Tunisia 2012,Tunisia,2012,tun,12,0.036095547,d_educ_01,0.00890194,0.006333434,0.027193607,1,0.194951268,2,Schooling,,,,,,,
Tunisia 2012,Tunisia,2012,tun,12,0.036095547,d_elct_01,0.000632097,0.001420049,0.03546345,9,0.042813933,7,Electricity,,,,,,,
Tunisia 2012,Tunisia,2012,tun,12,0.036095547,d_wtr_01,0.006114983,0.005891716,0.029980564,3,0.173772146,3,Drinking water,,,,,,,
Tunisia 2012,Tunisia,2012,tun,12,0.036095547,d_sani_01,0.006809629,0.007113872,0.029285918,2,0.200686283,1,Sanitation,,,,,,,
Tunisia 2012,Tunisia,2012,tun,12,0.036095547,d_hsg_01,0.001115984,0.001177136,0.034979563,7,0.039258678,8,Housing,,,,,,,
Tunisia 2012,Tunisia,2012,tun,12,0.036095547,d_ckfl_01,0.000422252,0.001288979,0.035673296,10,0.036391987,9,Cooking fuel,,,,,,,
Tunisia 2012,Tunisia,2012,tun,12,0.036095547,d_asst_01,0.004558545,0.005800347,0.031537002,4,0.166725684,4,Assets,,,,,,,
Ethiopia 2016,Ethiopia,2016,eth,16,0.6200093,d_cm_01,0.00571504,0.038145443,0.61429426,10,0.010560392,10,Child mortality,,,,,,,
Ethiopia 2016,Ethiopia,2016,eth,16,0.6200093,d_nutr_01,0.030526909,0.199274521,0.589482391,9,0.054962921,9,Nutrition,,,,,,,
Ethiopia 2016,Ethiopia,2016,eth,16,0.6200093,d_satt_01,0.033666101,0.220323557,0.586343199,8,0.060716506,8,School attendance,,,,,,,
Ethiopia 2016,Ethiopia,2016,eth,16,0.6200093,d_educ_01,0.052497916,0.332969135,0.567511384,7,0.091678705,7,Schooling,,,,,,,
Ethiopia 2016,Ethiopia,2016,eth,16,0.6200093,d_elct_01,0.079490689,0.470012954,0.540518611,4,0.129954947,4,Electricity,,,,,,,
Ethiopia 2016,Ethiopia,2016,eth,16,0.6200093,d_wtr_01,0.063717816,0.388671111,0.556291483,6,0.107154317,6,Drinking water,,,,,,,
Ethiopia 2016,Ethiopia,2016,eth,16,0.6200093,d_sani_01,0.093387856,0.502906174,0.526621444,3,0.140519992,3,Sanitation,,,,,,,
Ethiopia 2016,Ethiopia,2016,eth,16,0.6200093,d_hsg_01,0.096000341,0.517170362,0.524008959,1,0.144562873,1,Housing,,,,,,,
Ethiopia 2016,Ethiopia,2016,eth,16,0.6200093,d_ckfl_01,0.095141822,0.514975254,0.524867477,2,0.143858443,2,Cooking fuel,,,,,,,
Ethiopia 2016,Ethiopia,2016,eth,16,0.6200093,d_asst_01,0.069864811,0.420433212,0.550144489,5,0.116030905,5,Assets,,,,,,,
Mongolia 2010,Mongolia,2010,mng,10,0.298934064,d_cm_01,0.012378025,0.041883282,0.286556038,6,0.044067,6,Child mortality,,,,,,,
Mongolia 2010,Mongolia,2010,mng,10,0.298934064,d_nutr_01,0.007619622,0.028751622,0.291314441,7,0.030499793,7,Nutrition,,,,,,,
Mongolia 2010,Mongolia,2010,mng,10,0.298934064,d_satt_01,0.001778375,0.008025671,0.297155688,10,0.008731302,10,School attendance,,,,,,,
Mongolia 2010,Mongolia,2010,mng,10,0.298934064,d_educ_01,0.00489122,0.021914911,0.294042843,9,0.024066385,9,Schooling,,,,,,,
Mongolia 2010,Mongolia,2010,mng,10,0.298934064,d_elct_01,0.021021688,0.089471776,0.277912376,5,0.094606337,5,Electricity,,,,,,,
Mongolia 2010,Mongolia,2010,mng,10,0.298934064,d_wtr_01,0.033576526,0.123837697,0.265357538,4,0.130717929,4,Drinking water,,,,,,,
Mongolia 2010,Mongolia,2010,mng,10,0.298934064,d_sani_01,0.080364036,0.211647581,0.218570028,1,0.231651388,1,Sanitation,,,,,,,
Mongolia 2010,Mongolia,2010,mng,10,0.298934064,d_hsg_01,0.063615209,0.182057787,0.235318854,3,0.195034461,3,Housing,,,,,,,
Mongolia 2010,Mongolia,2010,mng,10,0.298934064,d_ckfl_01,0.068306881,0.197811187,0.230627182,2,0.212307375,2,Cooking fuel,,,,,,,
Mongolia 2010,Mongolia,2010,mng,10,0.298934064,d_asst_01,0.005382481,0.025883552,0.293551583,8,0.02831803,8,Assets,,,,,,,
Mali 2006,Mali,2006,mli,6,0.573349789,d_cm_01,0.019869122,0.11674496,0.553480667,10,0.037467754,10,Child mortality,,,,,,,
Mali 2006,Mali,2006,mli,6,0.573349789,d_nutr_01,0.044381205,0.249578961,0.528968583,8,0.080168641,8,Nutrition,,,,,,,
Mali 2006,Mali,2006,mli,6,0.573349789,d_satt_01,0.055834826,0.309863687,0.517514963,5,0.099625774,5,School attendance,,,,,,,
Mali 2006,Mali,2006,mli,6,0.573349789,d_educ_01,0.070220218,0.385403076,0.50312957,4,0.124072109,4,Schooling,,,,,,,
Mali 2006,Mali,2006,mli,6,0.573349789,d_elct_01,0.082566573,0.437912253,0.490783215,2,0.141606024,2,Electricity,,,,,,,
Mali 2006,Mali,2006,mli,6,0.573349789,d_wtr_01,0.046873679,0.273803924,0.52647611,7,0.087712501,7,Drinking water,,,,,,,
Mali 2006,Mali,2006,mli,6,0.573349789,d_sani_01,0.051432152,0.276046141,0.521917637,6,0.088981892,6,Sanitation,,,,,,,
Mali 2006,Mali,2006,mli,6,0.573349789,d_hsg_01,0.075405948,0.410963255,0.497943841,3,0.132407271,3,Housing,,,,,,,
Mali 2006,Mali,2006,mli,6,0.573349789,d_ckfl_01,0.0993558,0.472102034,0.473993988,1,0.155192743,1,Cooking fuel,,,,,,,
Mali 2006,Mali,2006,mli,6,0.573349789,d_asst_01,0.027410265,0.16469308,0.545939524,9,0.052765291,9,Assets,,,,,,,
Trinidad and Tobago 2006,Trinidad and Tobago,2006,tto,6,0.039705699,d_cm_01,0.006208454,0.00286508,0.033497245,3,0.092239791,6,Child mortality,,,,,,,
Trinidad and Tobago 2006,Trinidad and Tobago,2006,tto,6,0.039705699,d_satt_01,0.000971725,0.000466146,0.038733974,8,0.010306707,9,School attendance,,,,,,,
Trinidad and Tobago 2006,Trinidad and Tobago,2006,tto,6,0.039705699,d_educ_01,0.001108464,0.001029651,0.038597235,7,0.044252365,7,Schooling,,,,,,,
Trinidad and Tobago 2006,Trinidad and Tobago,2006,tto,6,0.039705699,d_elct_01,0.002691856,0.004138128,0.037013842,5,0.169776508,2,Electricity,,,,,,,
Trinidad and Tobago 2006,Trinidad and Tobago,2006,tto,6,0.039705699,d_wtr_01,0.004552436,0.003094847,0.035153263,4,0.112264347,4,Drinking water,,,,,,,
Trinidad and Tobago 2006,Trinidad and Tobago,2006,tto,6,0.039705699,d_sani_01,0.008765363,0.004362899,0.030940336,2,0.169609816,3,Sanitation,,,,,,,
Trinidad and Tobago 2006,Trinidad and Tobago,2006,tto,6,0.039705699,d_hsg_01,0.013854288,0.006783254,0.025851411,1,0.269928264,1,Housing,,,,,,,
Trinidad and Tobago 2006,Trinidad and Tobago,2006,tto,6,0.039705699,d_ckfl_01,0.000180748,0.000332716,0.03952495,9,0.019626453,8,Cooking fuel,,,,,,,
Trinidad and Tobago 2006,Trinidad and Tobago,2006,tto,6,0.039705699,d_asst_01,0.001372365,0.00257428,0.038333334,6,0.111995751,5,Assets,,,,,,,
Sierra Leone 2019,Sierra Leone,2019,sle,19,0.479606206,d_cm_01,0.01039606,0.05274471,0.469210146,10,0.023683433,10,Child mortality,,,,,,,
Sierra Leone 2019,Sierra Leone,2019,sle,19,0.479606206,d_nutr_01,0.026936019,0.132430618,0.452670187,8,0.0594419,8,Nutrition,,,,,,,
Sierra Leone 2019,Sierra Leone,2019,sle,19,0.479606206,d_satt_01,0.01629309,0.086989355,0.463313116,9,0.039196456,9,School attendance,,,,,,,
Sierra Leone 2019,Sierra Leone,2019,sle,19,0.479606206,d_educ_01,0.027517148,0.153884738,0.452089058,7,0.069019311,7,Schooling,,,,,,,
Sierra Leone 2019,Sierra Leone,2019,sle,19,0.479606206,d_elct_01,0.077557367,0.345468507,0.402048839,3,0.156910272,3,Electricity,,,,,,,
Sierra Leone 2019,Sierra Leone,2019,sle,19,0.479606206,d_wtr_01,0.048197098,0.229876409,0.431409108,5,0.103486554,5,Drinking water,,,,,,,
Sierra Leone 2019,Sierra Leone,2019,sle,19,0.479606206,d_sani_01,0.080750872,0.344930991,0.398855334,2,0.157247267,2,Sanitation,,,,,,,
Sierra Leone 2019,Sierra Leone,2019,sle,19,0.479606206,d_hsg_01,0.050688439,0.257420929,0.428917767,4,0.115358734,4,Housing,,,,,,,
Sierra Leone 2019,Sierra Leone,2019,sle,19,0.479606206,d_ckfl_01,0.099084527,0.378597751,0.380521678,1,0.176089097,1,Cooking fuel,,,,,,,
Sierra Leone 2019,Sierra Leone,2019,sle,19,0.479606206,d_asst_01,0.042185586,0.222324174,0.43742062,6,0.099566975,6,Assets,,,,,,,
Guinea 2012,Guinea,2012,gin,12,0.540871393,d_cm_01,0.014709308,0.088340829,0.526162085,10,0.03029689,10,Child mortality,,,,,,,
Guinea 2012,Guinea,2012,gin,12,0.540871393,d_nutr_01,0.037035644,0.206222434,0.503835749,8,0.070771943,8,Nutrition,,,,,,,
Guinea 2012,Guinea,2012,gin,12,0.540871393,d_satt_01,0.05078651,0.28112469,0.490084882,6,0.096618921,6,School attendance,,,,,,,
Guinea 2012,Guinea,2012,gin,12,0.540871393,d_educ_01,0.051965467,0.301275811,0.488905925,5,0.103234091,5,Schooling,,,,,,,
Guinea 2012,Guinea,2012,gin,12,0.540871393,d_elct_01,0.07369417,0.397157994,0.467177223,3,0.137047749,3,Electricity,,,,,,,
Guinea 2012,Guinea,2012,gin,12,0.540871393,d_wtr_01,0.046769316,0.265512208,0.494102076,7,0.091117172,7,Drinking water,,,,,,,
Guinea 2012,Guinea,2012,gin,12,0.540871393,d_sani_01,0.07903651,0.396221877,0.461834883,2,0.137658255,2,Sanitation,,,,,,,
Guinea 2012,Guinea,2012,gin,12,0.540871393,d_hsg_01,0.055266266,0.324289501,0.485605126,4,0.110951691,4,Housing,,,,,,,
Guinea 2012,Guinea,2012,gin,12,0.540871393,d_ckfl_01,0.099412957,0.440395502,0.441458436,1,0.156043403,1,Cooking fuel,,,,,,,
Guinea 2012,Guinea,2012,gin,12,0.540871393,d_asst_01,0.032195245,0.193368966,0.508676147,9,0.066259885,9,Assets,,,,,,,
Zambia 2007,Zambia,2007,zmb,7,0.512609671,d_cm_01,0.010577018,0.055217547,0.502032653,10,0.020174939,10,Child mortality,,,,,,,
